2014-11-06 18:07:55,401 INFO  [main] util.VersionInfo (VersionInfo.java:logVersion(109)) - HBase 0.98.1-cdh5.1.4
2014-11-06 18:07:55,403 INFO  [main] util.VersionInfo (VersionInfo.java:logVersion(109)) - Subversion file:///var/lib/jenkins/workspace/generic-binary-tarball-and-maven-deploy/CDH5.1.4-Packaging-HBase-2014-11-06_00-07-01/hbase-0.98.1-cdh5.1.4 -r Unknown
2014-11-06 18:07:55,403 INFO  [main] util.VersionInfo (VersionInfo.java:logVersion(109)) - Compiled by jenkins on Thu Nov  6 00:17:36 PST 2014
2014-11-06 18:07:55,522 INFO  [main] util.ServerCommandLine (ServerCommandLine.java:logProcessInfo(113)) - env:AUX_CLASSPATH=/home/cdh5/hadoop-lzo/build/hadoop-lzo-0.4.15.jar:/home/cdh5/Impala/thirdparty/hbase-0.98.1-cdh5.1.4//lib/hbase-common-0.98.1-cdh5.1.4.jar:/home/cdh5/Impala/thirdparty/hbase-0.98.1-cdh5.1.4//lib/hbase-client-0.98.1-cdh5.1.4.jar:/home/cdh5/Impala/thirdparty/hbase-0.98.1-cdh5.1.4//lib/hbase-server-0.98.1-cdh5.1.4.jar:/home/cdh5/Impala/thirdparty/hbase-0.98.1-cdh5.1.4//lib/hbase-protocol-0.98.1-cdh5.1.4.jar:/home/cdh5/Impala/thirdparty/hbase-0.98.1-cdh5.1.4//lib/hbase-hadoop-compat-0.98.1-cdh5.1.4.jar
2014-11-06 18:07:55,523 INFO  [main] util.ServerCommandLine (ServerCommandLine.java:logProcessInfo(113)) - env:IMPALA_HBASE_VERSION=0.98.1-cdh5.1.4
2014-11-06 18:07:55,523 INFO  [main] util.ServerCommandLine (ServerCommandLine.java:logProcessInfo(113)) - env:SSH_AGENT_PID=24048
2014-11-06 18:07:55,523 INFO  [main] util.ServerCommandLine (ServerCommandLine.java:logProcessInfo(113)) - env:JAVA_HOME=/usr/lib/jvm/java-7-oracle
2014-11-06 18:07:55,524 INFO  [main] util.ServerCommandLine (ServerCommandLine.java:logProcessInfo(113)) - env:IMPALA_SNAPPY_VERSION=1.0.5
2014-11-06 18:07:55,524 INFO  [main] util.ServerCommandLine (ServerCommandLine.java:logProcessInfo(113)) - env:LESSCLOSE=/usr/bin/lesspipe %s %s
2014-11-06 18:07:55,524 INFO  [main] util.ServerCommandLine (ServerCommandLine.java:logProcessInfo(113)) - env:HBASE_HOME=/home/cdh5/Impala/thirdparty/hbase-0.98.1-cdh5.1.4/
2014-11-06 18:07:55,524 INFO  [main] util.ServerCommandLine (ServerCommandLine.java:logProcessInfo(113)) - env:SESSION_MANAGER=local/jyu-linux:@/tmp/.ICE-unix/24013,unix/jyu-linux:/tmp/.ICE-unix/24013
